-0.3823,0.3872,-0.6555
-0.2927,-0.3467,-0.2065
0.8714,-0.6367,0.2467
1.0739,-0.422,0.406
0.5517,0.0007,0.3706
1.2761,-0.1512,0.5686
1.3068,-0.1687,0.5006
1.1604,0.0117,0.4378
1.0975,0.728,1.1478
0.2546,1.1285,0.6139
0.3773,2.5343,0.5654
0.2651,3.0191,0.2882
-0.9283,1.8323,0.1094
-0.6047,1.4325,0.7096
-0.6582,1.0182,2.2361
-1.9186,0.9821,1.6014
-2.5712,0.7621,-0.3446
-0.2765,0.8071,-1.0224
0.751,1.189,-1.8678
1.7264,0.2998,-1.3782
1.3687,-1.1536,-0.4594
0.1133,-1.2213,-0.3721
-1.1653,-0.6617,-0.3407
-1.0362,-0.5478,-0.4955
-0.4934,-0.5482,-0.2725
-0.4808,-0.5236,-0.0068
-0.404,-0.6358,-0.046
0.1094,-0.8583,-0.5509
0.4697,-1.5083,-1.2657
0.2995,-1.9009,-0.4234
-0.17,-2.0109,-0.2821
-0.3136,-2.2394,-0.4176
-0.5465,-2.3815,-0.437
-0.7498,-2.7363,-0.6237
-0.4098,-3.056,-0.4342
-0.8035,-2.6955,-0.1558
-0.7813,-2.5098,-0.2678
-0.7072,-1.9496,0.3709
0.6419,-1.926,1.382
0.4628,0.0391,3.7941
0.2443,1.1472,7.0181
0.0129,3.1886,9.9464
1.457,4.0071,-2.2363
-3.5469,0.7121,-4.3186
-4.8664,-0.4414,-2.2375
-7.0247,-1.7682,3.1051
-2.4358,-0.2319,1.3275
-1.5162,3.6404,-2.6278
-1.3098,5.9944,-2.5536
-0.1749,4.1378,-2.8178
0.8098,1.5347,-3.4955
1.1107,-0.4828,-1.8718
1.5362,-0.9033,-1.5853
1.1855,-1.401,-2.6049
0.0625,-1.4488,-3.7367
0.0918,-0.7117,-3.7488
-0.0634,0.3012,-0.9241
-2.4248,0.2341,0.3925
-1.8808,-1.1033,1.2769
0.3133,-2.2597,0.7434
2.8678,-2.7204,-1.5224
3.9043,-2.365,-2.3245
4.3621,-0.8076,-0.4521
1.2474,0.7318,3.178
0.1623,0.6348,2.3896
0.1927,-0.0892,2.1495
-0.9287,-0.5357,2.5115
-1.1852,-0.871,2.3086
0.039,-1.2756,0.1949
1.6647,-1.5625,0.5255
3.3778,0.2437,1.9607
2.4144,2.2556,2.161
1.3691,1.7075,0.9623
0.8817,0.3885,-0.1412
-0.0388,1.0665,-1.0526
-0.5497,3.9025,-2.463
-0.9501,7.1231,-2.2964
0.8646,8.0815,0.8937
-0.023,5.2809,1.2057
0.2682,2.4509,1.7313
-0.3958,1.3805,1.6284
-0.7395,2.0116,0.5576
-1.3925,3.0368,1.3201
-2.0109,1.8659,1.8092
-1.8624,1.6235,1.8243
-2.2126,0.3403,-0.1345
-2.5569,-0.3737,-6.3299
0.8061,-1.2478,-7.9666
2.2664,1.8107,-4.8683
1.7772,-0.0241,1.4739
0.0316,-0.1487,3.4653
-1.2539,-0.3844,-3.9864
-1.5762,-1.7955,-6.0873
1.1481,-2.8213,-2.8215
1.5681,-3.2826,-3.1157
0.8672,-3.776,-4.4551
-0.8793,-4.5148,-5.0454
-1.0829,-4.9623,-4.0576
-3.0396,-4.014,-0.0809
-4.3639,-2.9997,1.4257
-4.3043,-2.3633,1.5512
-0.7602,-2.1612,4.6999
2.2829,-2.6835,8.2163
6.1088,-0.5253,-3.7472
1.3369,3.6149,-2.5301
-3.6179,12.163,-0.6543
-1.8667,4.3956,-2.6246
-1.5466,-0.1021,-0.6368
-1.2245,-0.7536,-2.6974
-1.2471,-0.7036,-3.214
-1.2156,0.4785,-2.091
-0.8936,1.2736,-1.5447
-1.7225,2.0938,-1.9593
-1.7826,1.6664,-2.4457
0.2618,-0.0408,-2.1964
1.7835,-1.2628,-1.5009
1.1195,-2.3822,-0.5748
-0.0866,-2.4439,-1.2615
-0.1418,-2.3141,-1.7174
0.9061,-2.0332,-1.0899
1.9393,-1.8302,-1.1045
2.6353,-1.0021,1.9051
1.2659,-0.294,3.2024
-0.3364,0.487,3.268
-0.1926,0.4448,2.0536
-0.298,-1.3117,2.1806
-1.2534,-2.9663,1.2771
0.7061,-1.3763,-1.3379
3.5988,1.1133,0.4913
4.0732,3.0275,3.6341
4.6098,3.5102,4.1275
3.6492,1.7061,2.0358
1.3951,1.1512,-0.4278
0.2796,2.1106,-2.0268
-2.1229,5.552,-4.6325
-2.114,6.9144,-0.6621
-1.1236,3.8078,1.4191
0.0518,1.4479,3.0473
0.4159,0.983,3.2577
0.8667,1.6866,3.5176
0.8216,2.7352,3.482
-1.318,3.1451,2.2424
-0.5851,1.3387,1.7255
-0.7834,0.0346,-0.8142
-1.2333,-0.3998,-6.7685
0.0038,-0.2876,-7.524
1.6229,1.0764,-5.2854
0.4227,0.5061,-0.675
-0.9584,0.2335,1.5686
-2.4259,-1.005,-2.6153
-4.0515,-2.1251,-3.5598
-2.3817,-3.0921,-3.2883
-0.2962,-3.0818,-3.5331
1.113,-3.2382,-4.7846
-0.5095,-3.1097,-4.2197
-0.2585,-4.1038,-3.7112
-1.2644,-4.9604,-0.7433
-3.4074,-4.635,2.3559
-2.2336,-4.2989,2.7358
-1.1803,-3.6033,4.7333
2.1116,-2.2807,5.0153
0.6256,2.0638,-3.1505
-5.6702,9.4796,3.9092
2.3912,5.9625,-4.8158
0.9656,3.6893,-3.5719
-0.5985,0.7689,-0.7705
-0.1311,-0.5259,-1.2223
-0.1655,-0.5472,-2.4593
-0.8176,0.3721,-2.2422
-0.4707,1.3987,-2.2982
0.1544,0.5403,-2.0891
0.6637,-0.2217,-1.254
0.6021,-0.5657,-0.9671
-0.3255,-1.1246,-1.1064
-1.4764,-1.2466,-1.144
-0.7104,-1.8187,-0.8305
-0.3471,-1.9797,-0.8715
0.4686,-1.8684,-0.3719
1.3165,-1.4649,-0.9402
2.3727,-1.3438,-0.8325
2.108,-1.1197,0.8311
1.1611,-0.1177,2.5234
-0.3272,-0.3239,2.2546
-0.6001,-1.0319,2.5984
-1.1521,-1.3678,1.359
-0.4837,-0.934,-0.2725
1.3077,-0.4919,-0.603
2.64,0.9597,2.1268
2.0082,2.114,3.4671
1.2205,1.1675,1.6622
0.4903,0.3727,-0.1842
0.1683,1.1675,-1.8664
-0.3097,3.985,-2.8259
-0.1017,7.5982,-1.3281
1.4437,4.9922,0.4503
1.7773,4.0119,0.9012
1.4926,3.5296,1.3083
0.6155,2.6171,1.33
-0.3919,1.1761,1.2225
-0.9712,1.4572,1.5959
-0.7316,2.2583,2.9805
-0.4183,1.9632,3.3339
0.1,1.1748,2.7953
0.4783,-0.9705,-1.5467
-0.6325,-1.7139,-4.4234
-1.0885,-1.624,-6.763
0.857,-1.5435,-5.0871
-0.2906,-1.3261,-3.5147
-0.588,-0.5013,-1.4726
-1.5663,-0.5054,1.2575
-2.5583,-1.1645,-2.1848
-2.4635,-1.5032,-2.9471
-1.6923,-2.5233,-2.5361
-1.7457,-2.9352,-2.018
-1.2862,-2.5814,-2.2275
0.2665,-1.8632,-2.8685
1.1673,-1.7442,-3.13
1.2567,-2.7483,-1.9339
0.3198,-3.1661,0.0886
-0.9907,-3.0352,1.1005
-1.1872,-2.5172,0.7253
-0.4437,-2.3506,0.4129
0.5257,-2.4477,0.9856
1.9837,-2.7714,2.9044
1.6649,-1.6094,2.9238
-2.6934,1.8271,1.8776
-4.5603,4.7035,-1.1329
-1.0086,6.325,0.5022
-2.2651,2.6654,-1.0815
-1.6977,1.4904,-1.6098
0.4581,2.4593,-0.8478
0.7613,3.1904,-2.4696
0.0159,1.4409,-2.5715
-1.0295,-0.4952,-1.1023
-1.2996,-0.8494,-1.1547
-0.8866,-0.1011,-2.0351
-0.9144,0.0078,-1.9794
-0.6497,-0.5844,-1.5742
0.0316,-1.0556,0.0446
0.8562,-1.4941,0.4402
0.0003,-1.0827,-1.0779
0.7318,-1.1928,-1.2388
1.6424,-1.3947,-1.4037
2.3663,-1.5135,-0.8123
2.8503,-1.4093,0.3136
1.6392,-0.723,1.2833
0.7345,-0.2412,2.2079
-0.3352,0.2115,2.3831
-1.2375,-0.3256,2.2292
-1.6266,-0.987,2.0077
-1.6641,-1.3138,1.1443
-0.3314,-0.9695,0.6753
1.3338,-0.5752,0.513
3.7881,0.427,2.5281
3.8003,1.0376,1.9599
3.5387,0.6159,1.3726
2.5385,0.8586,0.9123
-0.0613,1.506,-0.4485
-0.7075,2.3194,-1.8991
-0.9989,6.0839,-2.4427
-0.2564,8.145,-1.2701
0.5744,7.5784,1.197
0.3123,4.8963,2.3175
0.7626,2.3212,1.378
0.5179,0.6589,0.8354
0.3388,0.6172,1.0904
0.2135,1.9265,2.3941
-0.0986,2.5142,2.6373
-0.1229,1.8187,2.0835
0.0736,0.2944,0.2015
-0.5678,-0.9518,-3.0683
-2.2484,-1.4357,-5.3395
-0.1314,-0.2017,-5.1272
1.5824,-0.223,-2.5009
-0.4979,-1.3161,-2.9698
-1.8961,-1.5212,-2.6902
-2.4152,-1.4774,-0.4976
-2.6999,-1.6847,-0.4742
0.2129,-2.1637,-2.2866
0.6372,-2.3969,-4.0985
-0.5169,-2.0229,-4.2508
-2.028,-1.8736,-4.3468
-0.5945,-3.4048,-3.049
-0.1078,-4.6765,-2.5637
-1.447,-5.3076,0.071
-2.1007,-4.5521,2.0569
-1.6613,-3.4017,4.5977
-0.07,-2.9536,8.3084
4.3215,-2.5425,-0.7724
2.34,-0.8726,-4.7344
-9.4781,9.2016,5.9833
3.515,9.1796,-7.3455
0.0831,2.9315,-2.9527
-0.7878,-1.5047,-0.8775
-0.8292,-1.184,-2.0216
-1.1761,-0.5981,-2.3039
-1.9683,0.9198,-2.5659
-1.9415,1.5346,-2.4199
-0.6588,0.2106,-1.3317
0.2991,-0.5579,-1.3496
0.7623,-1.0769,-1.1494
0.2882,-1.7999,-0.4156
-0.5944,-1.7236,-1.1973
-0.1308,-1.7136,-1.7182
1.1664,-1.6356,-1.2537
2.3409,-1.8521,-0.4277
3.0734,-1.6379,1.1607
2.9425,-1.1718,1.1178
2.1519,-0.4198,2.2163
1.0646,0.1877,2.2954
-0.4139,-0.4568,3.0841
-0.9612,-1.1886,2.0804
-0.6809,-0.994,0.8668
1.3646,0.038,2.2072
2.8091,1.2183,3.6057
3.3208,2.0668,3.1108
3.0959,1.8272,0.8115
0.7027,1.9275,-1.3863
-1.9015,5.0132,-2.1392
-2.4744,7.58,-2.4548
-2.5822,8.5969,-0.5113
-2.4548,6.3322,0.8987
-0.6568,2.7432,1.9255
0.1855,2.0346,2.4433
1.2096,2.0475,3.7384
1.1778,2.6988,4.3473
0.9102,3.6516,5.0594
1.3764,1.0356,1.1882
-2.2101,-0.7552,-6.1367
-3.6011,-1.6341,-9.1068
-0.5228,-1.7108,-7.4653
1.8832,0.6257,-2.8543
-3.1081,1.2424,4.6793
0.3022,0.6393,-0.6127
0.4425,0.0263,-3.5953
-1.8758,-2.3687,-5.8803
-1.1739,-3.6635,-2.7264
-0.0037,-3.538,-2.5971
-1.2355,-2.5339,-3.636
-0.3033,-3.0907,-4.8308
-0.518,-4.2249,-3.2078
-0.9778,-5.1836,-2.7526
-3.6989,-5.3792,-0.7851
-2.6372,-4.811,1.714
-0.8439,-3.8664,1.9798
1.455,-2.9525,1.7365
2.5626,-1.7698,1.7358
2.9323,-1.5273,2.4099
-1.5926,2.1456,2.3326
-2.0607,4.9192,8.1545
-2.5006,9.4984,3.836
-1.1768,3.1784,1.0217
-3.6404,-1.2454,-0.6915
-3.6404,-1.2454,-0.6915
-2.0157,0.3189,-2.4344
0.0204,1.5686,-3.2931
1.7128,2.8387,-2.4225
1.7273,1.9058,-1.4414
1.5081,-0.4755,-1.9043
1.1234,-0.9402,-2.5835
1.2466,-0.8994,-1.7059
0.1961,-1.0139,-0.5172
-0.2561,-1.3124,-0.5513
-0.5701,-1.3927,-0.3929
-0.4706,-1.4355,-0.0221
0.0352,-1.3741,0.9192
1.4985,-1.1583,0.0832
2.8707,-0.9596,0.2443
3.2601,-1.0677,1.0114
2.2768,-0.769,2.1819
1.3628,-0.2141,1.897
0.8475,-0.0714,1.7601
-0.5128,-0.944,1.758
-0.2946,-1.2506,1.2832
-0.4835,-1.0751,-0.034
0.8604,-0.1229,1.1077
3.095,-0.1133,1.1576
2.3913,-0.646,0.3964
1.7198,-0.1985,0.5153
0.3701,1.032,-0.8055
-0.8126,1.8926,-1.3004
-0.9323,3.8679,0.5647
0.7898,6.4002,1.3018
0.9071,6.7765,0.6306
0.2923,6.3206,-0.8385
0.2344,4.9859,-0.9538
-0.7195,2.4165,1.0808
0.7928,-0.1602,2.344
1.8436,-0.6338,2.473
3.5031,-0.2258,2.2894
5.3319,-0.0398,3.4157
4.7517,-0.0945,2.6834
2.13,0.3834,-1.2946
1.2446,0.4556,-2.9914
-0.2222,0.3959,-3.416
-1.1777,-0.1817,-3.7923
-1.686,-1.3777,-4.0294
-4.7734,-0.6846,-1.4871
-6.3841,1.3596,2.9728
-0.9634,0.8979,3.278
-0.1139,0.4365,2.4677
-1.3698,0.9898,-3.2353
0.4288,1.8235,-3.9693
1.2921,1.5188,-3.9311
3.3836,0.161,-4.3458
2.3255,-1.1422,-3.6439
-1.3567,-1.901,-3.2374
-2.6111,-3.3751,-3.2988
-3.8419,-3.9215,-2.454
-4.6334,-3.9883,-1.6514
-2.9332,-3.2317,-0.7461
-0.1625,-3.3309,-0.2496
0.3612,-3.4547,-0.1815
1.0721,-3.7775,0.0746
0.4416,-3.5214,1.517
0.3951,-3.118,2.0866
1.7981,-3.1773,1.9335
2.9288,-3.0483,2.7412
3.5361,-0.7914,5.6511
4.2334,0.7311,8.4749
3.5749,1.5816,1.7312
-7.7555,2.698,-4.4044
-10.9163,0.8491,5.4963
-1.0208,-0.3871,-1.1271
-1.9353,1.6248,-3.0123
-1.6882,4.9284,-1.8615
-0.1587,4.3584,-4.2487
-0.1587,4.3584,-4.2487
0.4232,1.9972,-2.8171
0.9545,-0.7395,-0.9912
1.6695,-1.9449,-1.2364
1.3299,-2.1665,-2.1648
-1.251,-1.0216,-3.611
-2.4574,0.5766,-3.0918
-1.34,1.3917,-1.1456
-1.4382,0.6235,0.5552
-0.7637,-0.8407,0.6506
0.4709,-2.5665,-0.5264
1.7326,-3.1255,-1.0806
2.6723,-2.4198,-0.5059
3.31,-0.9817,1.7009
1.4233,0.2984,2.8366
0.2752,0.6635,3.5802
0.2937,0.0355,3.7933
0.0284,-0.9699,3.7325
1.7358,-1.0617,0.8696
2.6636,0.8511,0.1024
2.7176,2.0355,0.4863
2.0499,2.1676,0.4894
0.3392,3.1309,-0.6069
-0.6234,5.0451,-0.488
-1.2636,7.724,0.6272
-2.0115,5.6911,2.2019
-0.1721,3.5428,1.2145
-0.9102,3.3901,0.4105
-1.2258,2.0369,-0.2412
-0.1044,1.3494,0.8735
0.028,1.8314,2.3781
-1.0788,2.5605,4.241
-0.4624,2.2337,3.0005
-0.1151,0.4782,-2.8432
0.4742,-0.5188,-6.324
1.9739,-0.9825,-6.9596
2.6087,-1.6963,-6.1018
1.4808,-1.1836,-3.6275
-1.9209,0.0455,3.7055
-3.0545,-1.0764,-0.9739
-3.4948,-1.5886,-3.6447
-2.6385,-2.6605,-3.6862
-1.0853,-3.4128,-2.6888
0.2657,-3.2125,-3.5638
-0.2594,-2.7189,-3.689
0.0858,-3.0007,-3.8438
-0.6032,-4.0087,-2.181
-2.1412,-4.6758,-1.0884
-3.7179,-4.7037,1.4157
-2.6103,-3.6975,2.7807
0.4949,-2.8852,2.6603
4.4805,-1.8168,3.9392
6.1968,0.5306,1.9264
2.3602,4.0195,1.0693
-5.8777,9.1232,0.4697
-3.7837,1.5481,-1.4214
-2.3509,-0.2533,-0.1598
-2.3509,-0.2533,-0.1598
-1.5369,1.5435,-2.6012
0.0839,3.3262,-2.7149
1.2936,2.7601,-2.7987
1.5472,1.1712,-2.555
0.6696,-0.1725,-1.97
0.7039,-0.6136,-1.3962
-0.9651,-1.0731,-0.5225
-1.6708,-1.3887,0.1151
-1.699,-1.605,0.3451
-1.0164,-1.7319,-0.1552
-0.3129,-1.7288,-0.4667
0.1388,-1.5991,-0.776
2.0202,-1.2698,-0.8419
2.6451,-0.8281,0.1539
2.5108,-0.5605,2.223
